               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 113,            0.017388,           0.0052567,                   0,             0.97356,             0.93241,             0.96451,             0.82516,            0.015078,           0.0039376,                   0,            0.008152,            0.008152,            0.008152
                 114,            0.017531,           0.0057659,                   0,             0.94858,             0.93671,             0.96302,             0.81454,            0.015066,           0.0041863,                   0,           0.0081355,           0.0081355,           0.0081355
                 115,            0.018053,           0.0053452,                   0,             0.98663,             0.93448,             0.97045,             0.83385,            0.014725,            0.004044,                   0,            0.008119,            0.008119,            0.008119
                 116,            0.015964,           0.0054063,                   0,             0.97412,             0.95285,             0.97687,             0.81771,            0.015516,           0.0038009,                   0,           0.0081025,           0.0081025,           0.0081025
                 117,            0.016295,           0.0049396,                   0,             0.94783,             0.94937,             0.96956,             0.81872,             0.01548,           0.0039254,                   0,            0.008086,            0.008086,            0.008086
                 118,            0.016666,           0.0054886,                   0,             0.92496,             0.96203,             0.97232,             0.83078,            0.015549,           0.0039238,                   0,           0.0080695,           0.0080695,           0.0080695
                 119,            0.019309,           0.0049614,                   0,             0.94822,             0.92727,             0.95235,             0.78252,            0.018045,           0.0042338,                   0,            0.008053,            0.008053,            0.008053
                 120,            0.015846,           0.0048886,                   0,             0.93098,             0.92405,             0.93823,             0.76015,            0.017169,           0.0047593,                   0,           0.0080365,           0.0080365,           0.0080365
                 121,            0.015479,           0.0052782,                   0,             0.94126,             0.88608,             0.93192,             0.78158,            0.017183,           0.0048457,                   0,             0.00802,             0.00802,             0.00802
                 122,            0.017179,           0.0055486,                   0,              0.9218,             0.92405,             0.93617,             0.80696,            0.016809,           0.0045742,                   0,           0.0080035,           0.0080035,           0.0080035
                 123,            0.015323,            0.005097,                   0,             0.96005,             0.92405,             0.93931,             0.82434,            0.016563,           0.0045154,                   0,            0.007987,            0.007987,            0.007987
                 124,            0.016849,           0.0049625,                   0,             0.94622,             0.92405,             0.94427,             0.82465,            0.016515,           0.0046654,                   0,           0.0079705,           0.0079705,           0.0079705
                 125,            0.015552,           0.0051604,                   0,               0.948,             0.92304,             0.94071,              0.8131,            0.015427,           0.0044074,                   0,            0.007954,            0.007954,            0.007954
                 126,            0.015802,           0.0053487,                   0,             0.92477,             0.94937,             0.94879,             0.81331,            0.016034,           0.0041988,                   0,           0.0079375,           0.0079375,           0.0079375
                 127,            0.017193,           0.0055009,                   0,             0.94687,             0.94937,             0.95539,             0.82596,            0.016281,           0.0040097,                   0,            0.007921,            0.007921,            0.007921
                 128,            0.017256,           0.0050127,                   0,              0.9471,             0.94937,             0.94444,              0.8077,            0.016911,           0.0041376,                   0,           0.0079045,           0.0079045,           0.0079045
                 129,             0.01637,           0.0052475,                   0,             0.94629,             0.92405,             0.94252,             0.82092,            0.016761,            0.004664,                   0,            0.007888,            0.007888,            0.007888
                 130,            0.015943,           0.0051129,                   0,              0.9487,             0.93632,              0.9403,             0.82784,            0.017257,           0.0044923,                   0,           0.0078715,           0.0078715,           0.0078715
                 131,            0.015748,           0.0044156,                   0,              0.9615,              0.9483,             0.94405,               0.829,            0.016017,           0.0045488,                   0,            0.007855,            0.007855,            0.007855
                 132,            0.015836,           0.0052221,                   0,             0.97105,             0.93671,             0.95175,             0.84367,            0.015531,           0.0043099,                   0,           0.0078385,           0.0078385,           0.0078385
                 133,            0.015013,           0.0046882,                   0,             0.96142,             0.94649,             0.95789,             0.81008,            0.017318,           0.0042082,                   0,            0.007822,            0.007822,            0.007822
                 134,            0.016707,           0.0047875,                   0,             0.94787,             0.94937,              0.9553,             0.82715,             0.01603,           0.0042387,                   0,           0.0078055,           0.0078055,           0.0078055
                 135,            0.016147,           0.0046774,                   0,             0.94937,             0.94933,             0.94579,             0.82184,            0.016173,           0.0042236,                   0,            0.007789,            0.007789,            0.007789
                 136,            0.013302,           0.0051606,                   0,             0.93821,             0.96094,             0.95828,             0.82506,            0.016048,           0.0041305,                   0,           0.0077725,           0.0077725,           0.0077725
                 137,            0.016386,           0.0053409,                   0,             0.93858,             0.97468,             0.97018,             0.84171,            0.015028,           0.0037579,                   0,            0.007756,            0.007756,            0.007756
                 138,             0.01507,           0.0047663,                   0,             0.93894,             0.97319,             0.97286,             0.83249,            0.015526,           0.0038377,                   0,           0.0077395,           0.0077395,           0.0077395
                 139,            0.015588,           0.0051918,                   0,             0.93527,             0.97468,             0.97251,             0.83889,            0.015099,           0.0037972,                   0,            0.007723,            0.007723,            0.007723
                 140,            0.014524,            0.004359,                   0,             0.97136,             0.94937,             0.97303,             0.83402,             0.01596,           0.0037245,                   0,           0.0077065,           0.0077065,           0.0077065
                 141,            0.016628,            0.004396,                   0,             0.96062,             0.96203,             0.96871,             0.85128,            0.014903,           0.0036314,                   0,             0.00769,             0.00769,             0.00769
                 142,            0.015252,           0.0049331,                   0,              0.9611,             0.96203,             0.97452,              0.8608,            0.014385,           0.0037027,                   0,           0.0076735,           0.0076735,           0.0076735
                 143,              0.0146,            0.004765,                   0,               0.962,             0.96144,             0.97255,             0.83161,            0.015352,           0.0038184,                   0,            0.007657,            0.007657,            0.007657
                 144,            0.014159,           0.0047827,                   0,             0.98215,             0.93671,             0.97021,             0.85864,            0.014438,           0.0037167,                   0,           0.0076405,           0.0076405,           0.0076405
                 145,            0.016826,           0.0045251,                   0,             0.97262,             0.94937,             0.96814,             0.85102,            0.014402,           0.0039512,                   0,            0.007624,            0.007624,            0.007624
                 146,            0.013432,           0.0044654,                   0,             0.96068,             0.96203,             0.97006,             0.83874,            0.014859,           0.0037568,                   0,           0.0076075,           0.0076075,           0.0076075
                 147,            0.016214,           0.0049294,                   0,             0.98678,             0.94481,             0.97348,             0.85094,            0.014877,           0.0037561,                   0,            0.007591,            0.007591,            0.007591
                 148,            0.013839,           0.0044233,                   0,              0.9734,             0.94937,             0.96541,             0.83659,            0.015491,           0.0039613,                   0,           0.0075745,           0.0075745,           0.0075745
                 149,            0.012993,           0.0043431,                   0,             0.97399,             0.94794,             0.96523,             0.84042,            0.015809,           0.0040328,                   0,            0.007558,            0.007558,            0.007558
                 150,            0.017056,           0.0049525,                   0,             0.92766,             0.97389,             0.96987,              0.8393,            0.014569,           0.0038026,                   0,           0.0075415,           0.0075415,           0.0075415
                 151,            0.014403,           0.0049494,                   0,             0.93967,             0.98578,             0.96911,             0.82897,            0.014163,           0.0037015,                   0,            0.007525,            0.007525,            0.007525
                 152,             0.01532,           0.0048197,                   0,             0.94917,             0.94557,             0.96383,             0.82814,            0.014009,           0.0042474,                   0,           0.0075085,           0.0075085,           0.0075085
                 153,            0.014741,           0.0051057,                   0,             0.93806,             0.95854,             0.96973,             0.84783,            0.013473,           0.0039897,                   0,            0.007492,            0.007492,            0.007492
                 154,            0.013819,            0.004673,                   0,             0.94922,             0.97468,             0.97102,             0.85387,            0.013232,           0.0034912,                   0,           0.0074755,           0.0074755,           0.0074755
                 155,            0.013841,           0.0046659,                   0,             0.94914,             0.97468,              0.9734,             0.84809,            0.013676,           0.0034611,                   0,            0.007459,            0.007459,            0.007459
                 156,            0.014004,           0.0039876,                   0,             0.97746,             0.93671,             0.97723,             0.83635,            0.014223,           0.0037103,                   0,           0.0074425,           0.0074425,           0.0074425
                 157,            0.015076,           0.0047106,                   0,             0.96051,             0.93671,             0.96387,             0.82762,            0.014607,           0.0041889,                   0,            0.007426,            0.007426,            0.007426
                 158,            0.013925,           0.0048744,                   0,              0.9582,             0.93671,             0.95676,             0.83121,            0.014773,           0.0044544,                   0,           0.0074095,           0.0074095,           0.0074095
                 159,            0.014519,           0.0049566,                   0,             0.97325,             0.92118,             0.97131,             0.85397,            0.014298,           0.0037995,                   0,            0.007393,            0.007393,            0.007393
                 160,            0.014943,           0.0046601,                   0,             0.94813,             0.94937,             0.96848,             0.84655,            0.014471,           0.0039304,                   0,           0.0073765,           0.0073765,           0.0073765
                 161,            0.012738,            0.004204,                   0,             0.98682,             0.94791,              0.9631,             0.83719,             0.01544,           0.0041959,                   0,             0.00736,             0.00736,             0.00736
                 162,            0.014822,           0.0047828,                   0,             0.98684,             0.94905,             0.96498,             0.83083,            0.015266,           0.0041546,                   0,           0.0073435,           0.0073435,           0.0073435
                 163,            0.013626,           0.0049456,                   0,              0.9585,             0.94937,             0.96434,             0.83209,            0.014178,           0.0038775,                   0,            0.007327,            0.007327,            0.007327
